"data";"uso";"ano";"mes"
"2017-11-22";16061;2017;11
"2017-11-23";23962;2017;11
"2017-11-24";14509;2017;11
"2017-11-25";7272;2017;11
"2017-11-26";5988;2017;11
"2017-11-27";16949;2017;11
"2017-11-28";16991;2017;11
"2017-11-29";17103;2017;11
"2017-11-30";30283;2017;11
"2017-12-01";57885;2017;12
"2017-12-02";19638;2017;12
"2017-12-03";20228;2017;12
"2017-12-04";120002;2017;12
"2017-12-05";19640;2017;12
"2017-12-06";19182;2017;12
"2017-12-07";20765;2017;12
"2017-12-08";20480;2017;12
"2017-12-09";7235;2017;12
"2017-12-10";6842;2017;12
"2017-12-11";21100;2017;12
"2017-12-12";22665;2017;12
"2017-12-13";16990;2017;12
"2017-12-14";15581;2017;12
"2017-12-15";14249;2017;12
"2017-12-16";7647;2017;12
"2017-12-17";6841;2017;12
"2017-12-18";17304;2017;12
"2017-12-19";22823;2017;12
"2017-12-20";23940;2017;12
"2017-12-21";13759;2017;12
"2017-12-22";21527;2017;12
"2017-12-23";3893;2017;12
"2017-12-24";2354;2017;12
"2017-12-25";2218;2017;12
"2017-12-26";117250;2017;12
"2017-12-27";9705;2017;12
"2017-12-28";6703;2017;12
"2017-12-29";4979;2017;12
"2017-12-30";2840;2017;12
"2017-12-31";1174;2017;12
"2018-01-01";2738;2018;1
"2018-01-02";22404;2018;1
"2018-01-03";311393;2018;1
"2018-01-04";143053;2018;1
"2018-01-05";14011;2018;1
"2018-01-06";9470;2018;1
"2018-01-07";7879;2018;1
"2018-01-08";46777;2018;1
"2018-01-09";19404;2018;1
"2018-01-10";19456;2018;1
"2018-01-11";19212;2018;1
"2018-01-12";16137;2018;1
"2018-01-13";8610;2018;1
"2018-01-14";7609;2018;1
"2018-01-15";25700;2018;1
"2018-01-16";21696;2018;1
"2018-01-17";20585;2018;1
"2018-01-18";16504;2018;1
"2018-01-19";15479;2018;1
"2018-01-20";8498;2018;1
"2018-01-21";7911;2018;1
"2018-01-22";20910;2018;1
"2018-01-23";20594;2018;1
"2018-01-24";19052;2018;1
"2018-01-25";16881;2018;1
"2018-01-26";14603;2018;1
"2018-01-27";8241;2018;1
"2018-01-28";7167;2018;1
"2018-01-29";63683;2018;1
"2018-01-30";22085;2018;1
"2018-01-31";21223;2018;1
"2018-02-01";95927;2018;2
"2018-02-02";13240;2018;2
"2018-02-03";7774;2018;2
"2018-02-04";7050;2018;2
"2018-02-05";17065;2018;2
"2018-02-06";18512;2018;2
"2018-02-07";16528;2018;2
"2018-02-08";14868;2018;2
"2018-02-09";14146;2018;2
"2018-02-10";5552;2018;2
"2018-02-11";4527;2018;2
"2018-02-12";8141;2018;2
"2018-02-13";10570;2018;2
"2018-02-14";14625;2018;2
"2018-02-15";22356;2018;2
"2018-02-16";17215;2018;2
"2018-02-17";10902;2018;2
"2018-02-18";10258;2018;2
"2018-02-19";27736;2018;2
"2018-02-20";22162;2018;2
"2018-02-21";21130;2018;2
"2018-02-22";18974;2018;2
"2018-02-23";15165;2018;2
"2018-02-24";10623;2018;2
"2018-02-25";8905;2018;2
"2018-02-26";21123;2018;2
"2018-02-27";23396;2018;2
"2018-02-28";18928;2018;2
"2018-03-01";20406;2018;3
"2018-03-02";17548;2018;3
"2018-03-03";11375;2018;3
"2018-03-04";9486;2018;3
"2018-03-05";101751;2018;3
"2018-03-06";21518;2018;3
"2018-03-07";120940;2018;3
"2018-03-08";16269;2018;3
"2018-03-09";73542;2018;3
"2018-03-10";10076;2018;3
"2018-03-11";8337;2018;3
"2018-03-12";26342;2018;3
"2018-03-13";27909;2018;3
"2018-03-14";20413;2018;3
"2018-03-15";39495;2018;3
"2018-03-16";21931;2018;3
"2018-03-17";10425;2018;3
"2018-03-18";9134;2018;3
"2018-03-19";23214;2018;3
"2018-03-20";85109;2018;3
"2018-03-21";22538;2018;3
"2018-03-22";37997;2018;3
"2018-03-23";25929;2018;3
"2018-03-24";20450;2018;3
"2018-03-25";9426;2018;3
"2018-03-26";21682;2018;3
"2018-03-27";18297;2018;3
"2018-03-28";16842;2018;3
"2018-03-29";18259;2018;3
"2018-03-30";4813;2018;3
"2018-03-31";7713;2018;3
"2018-04-01";6871;2018;4
"2018-04-02";107465;2018;4
"2018-04-03";101989;2018;4
"2018-04-04";33379;2018;4
"2018-04-05";34228;2018;4
"2018-04-06";21020;2018;4
"2018-04-07";11141;2018;4
"2018-04-08";9005;2018;4
"2018-04-09";22995;2018;4
"2018-04-10";26881;2018;4
"2018-04-11";27558;2018;4
"2018-04-12";19579;2018;4
"2018-04-13";18177;2018;4
"2018-04-14";10307;2018;4
"2018-04-15";8789;2018;4
"2018-04-16";22379;2018;4
"2018-04-17";23166;2018;4
"2018-04-18";27585;2018;4
"2018-04-19";23455;2018;4
"2018-04-20";22209;2018;4
"2018-04-21";10334;2018;4
"2018-04-22";8655;2018;4
"2018-04-23";99242;2018;4
"2018-04-24";25597;2018;4
"2018-04-25";31495;2018;4
"2018-04-26";18395;2018;4
"2018-04-27";15663;2018;4
"2018-04-28";6481;2018;4
"2018-04-29";4746;2018;4
"2018-04-30";15735;2018;4
"2018-05-01";10692;2018;5
"2018-05-02";126006;2018;5
"2018-05-03";135579;2018;5
"2018-05-04";18476;2018;5
"2018-05-05";10849;2018;5
"2018-05-06";8952;2018;5
"2018-05-07";27769;2018;5
"2018-05-08";24208;2018;5
"2018-05-09";37551;2018;5
"2018-05-10";18572;2018;5
"2018-05-11";20911;2018;5
"2018-05-12";9513;2018;5
"2018-05-13";7493;2018;5
"2018-05-14";27127;2018;5
"2018-05-15";108792;2018;5
"2018-05-16";33437;2018;5
"2018-05-17";20442;2018;5
"2018-05-18";22148;2018;5
"2018-05-19";10036;2018;5
"2018-05-20";8349;2018;5
"2018-05-21";24299;2018;5
"2018-05-22";20309;2018;5
"2018-05-23";22223;2018;5
"2018-05-24";16579;2018;5
"2018-05-25";14657;2018;5
"2018-05-26";6821;2018;5
"2018-05-27";6525;2018;5
"2018-05-28";92199;2018;5
"2018-05-29";16169;2018;5
"2018-05-30";16223;2018;5
"2018-05-31";6175;2018;5
"2018-06-01";9850;2018;6
"2018-06-02";8583;2018;6
"2018-06-03";8290;2018;6
"2018-06-04";115285;2018;6
"2018-06-05";25105;2018;6
"2018-06-06";21702;2018;6
"2018-06-07";18905;2018;6
"2018-06-08";15419;2018;6
"2018-06-09";9801;2018;6
"2018-06-10";8707;2018;6
"2018-06-11";32241;2018;6
"2018-06-12";35187;2018;6
